"location","source","target","ID","fuzzy","context","translator_comments","developer_comments"
"CardData_overrideDescriptionKey-36aa748f6c6dc2e9-cc23c6594cc18ab4f9f0426dbd2b8a3c-v2[One]","CardData_overrideDescriptionKey-36aa748f6c6dc2e9-cc23c6594cc18ab4f9f0426dbd2b8a3c-v2[One]","Deal [trait0.power][x] damage.","CardData_overrideDescriptionKey-36aa748f6c6dc2e9-cc23c6594cc18ab4f9f0426dbd2b8a3c-v2[One]","","","","(Group: 'CardData_ReplicatingSpell')
(Plural form: 'One')

[trait0.power]: A number
[x]: <sprite name=""Xcost"">"
"CardData_overrideDescriptionKey-36aa748f6c6dc2e9-cc23c6594cc18ab4f9f0426dbd2b8a3c-v2[Few]","CardData_overrideDescriptionKey-36aa748f6c6dc2e9-cc23c6594cc18ab4f9f0426dbd2b8a3c-v2[Few]","Deal [trait0.power][x] damage.","CardData_overrideDescriptionKey-36aa748f6c6dc2e9-cc23c6594cc18ab4f9f0426dbd2b8a3c-v2[Few]","","","","(Group: 'CardData_ReplicatingSpell')
(Plural form: 'Few')

[trait0.power]: A number
[x]: <sprite name=""Xcost"">"
"CardData_overrideDescriptionKey-36aa748f6c6dc2e9-cc23c6594cc18ab4f9f0426dbd2b8a3c-v2[Plural]","CardData_overrideDescriptionKey-36aa748f6c6dc2e9-cc23c6594cc18ab4f9f0426dbd2b8a3c-v2[Plural]","Deal [trait0.power][x] damage.","CardData_overrideDescriptionKey-36aa748f6c6dc2e9-cc23c6594cc18ab4f9f0426dbd2b8a3c-v2[Plural]","","","","(Group: 'CardData_ReplicatingSpell')
(Plural form: 'Plural')

[trait0.power]: A number
[x]: <sprite name=""Xcost"">"
"CardData_overrideDescriptionKey-3907c5e7b67120a6-a8a975a6ce290e14eaa3d2e2cf0d8e07-v2","CardData_overrideDescriptionKey-3907c5e7b67120a6-a8a975a6ce290e14eaa3d2e2cf0d8e07-v2","Transfer all [frostbite] on this floor to a unit, then double the amount of [frostbite].","CardData_overrideDescriptionKey-3907c5e7b67120a6-a8a975a6ce290e14eaa3d2e2cf0d8e07-v2","","","","(Group: 'CardData_FrostChanneling')

[frostbite]: <b>Frostbite</b>
[frostbite]: <b>Frostbite</b>"
"CardData_overrideDescriptionKey-3ebda5999a6c760b-57d677f0ad91e3f4e941368947afc336-v2","CardData_overrideDescriptionKey-3ebda5999a6c760b-57d677f0ad91e3f4e941368947afc336-v2","Apply [rage] [effect0.status0.power] and [armor] [effect1.status0.power].","CardData_overrideDescriptionKey-3ebda5999a6c760b-57d677f0ad91e3f4e941368947afc336-v2","","","","(Group: 'CardData_Enflame')

[rage]: <b>Rage</b>
[effect0.status0.power]: A number
[armor]: <b>Armor</b>
[effect1.status0.power]: A number"
"CardData_overrideDescriptionKey-40d35dfa94277236-fbbced4ed8119e841ad0d14f1de3f595-v2","CardData_overrideDescriptionKey-40d35dfa94277236-fbbced4ed8119e841ad0d14f1de3f595-v2","Apply [dazed] [effect0.status0.power] to enemy units. [halfbreak]Discard your hand.","CardData_overrideDescriptionKey-40d35dfa94277236-fbbced4ed8119e841ad0d14f1de3f595-v2","","","","(Group: 'CardData_FeedingFrenzy')

[dazed]: <b>Dazed</b>
[effect0.status0.power]: A number
[halfbreak]: <size=50%><br><br></size>"
"CardData_overrideDescriptionKey-4326c7f14a4e18f0-22a9c031d2fbdd84b8ebf64fa7c4dd01-v2[Zero]","CardData_overrideDescriptionKey-4326c7f14a4e18f0-22a9c031d2fbdd84b8ebf64fa7c4dd01-v2[Zero]","Deal [effect0.power] damage and apply [dazed] [effect1.status0.power] to an already damaged unit.","CardData_overrideDescriptionKey-4326c7f14a4e18f0-22a9c031d2fbdd84b8ebf64fa7c4dd01-v2[Zero]","","","","(Group: 'CardData_RIP')
(Plural form: 'Zero')

[effect0.power]: A number
[dazed]: <b>Dazed</b>
[effect1.status0.power]: A number"
"CardData_overrideDescriptionKey-4326c7f14a4e18f0-22a9c031d2fbdd84b8ebf64fa7c4dd01-v2[One]","CardData_overrideDescriptionKey-4326c7f14a4e18f0-22a9c031d2fbdd84b8ebf64fa7c4dd01-v2[One]","Deal [effect0.power] damage and apply [dazed] [effect1.status0.power] to an already damaged unit.","CardData_overrideDescriptionKey-4326c7f14a4e18f0-22a9c031d2fbdd84b8ebf64fa7c4dd01-v2[One]","","","","(Group: 'CardData_RIP')
(Plural form: 'One')

[effect0.power]: A number
[dazed]: <b>Dazed</b>
[effect1.status0.power]: A number"
"CardData_overrideDescriptionKey-4326c7f14a4e18f0-22a9c031d2fbdd84b8ebf64fa7c4dd01-v2[Few]","CardData_overrideDescriptionKey-4326c7f14a4e18f0-22a9c031d2fbdd84b8ebf64fa7c4dd01-v2[Few]","Deal [effect0.power] damage and apply [dazed] [effect1.status0.power] to an already damaged unit.","CardData_overrideDescriptionKey-4326c7f14a4e18f0-22a9c031d2fbdd84b8ebf64fa7c4dd01-v2[Few]","","","","(Group: 'CardData_RIP')
(Plural form: 'Few')

[effect0.power]: A number
[dazed]: <b>Dazed</b>
[effect1.status0.power]: A number"
"CardData_overrideDescriptionKey-4326c7f14a4e18f0-22a9c031d2fbdd84b8ebf64fa7c4dd01-v2[Plural]","CardData_overrideDescriptionKey-4326c7f14a4e18f0-22a9c031d2fbdd84b8ebf64fa7c4dd01-v2[Plural]","Deal [effect0.power] damage and apply [dazed] [effect1.status0.power] to an already damaged unit.","CardData_overrideDescriptionKey-4326c7f14a4e18f0-22a9c031d2fbdd84b8ebf64fa7c4dd01-v2[Plural]","","","","(Group: 'CardData_RIP')
(Plural form: 'Plural')

[effect0.power]: A number
[dazed]: <b>Dazed</b>
[effect1.status0.power]: A number"
"CardData_overrideDescriptionKey-440239709cc90543-bac0951f3615f55489d639cc5908492d-v2","CardData_overrideDescriptionKey-440239709cc90543-bac0951f3615f55489d639cc5908492d-v2","Apply +[effect0.upgrade.bonusdamage][attack] and +[effect0.upgrade.bonushp][health].","CardData_overrideDescriptionKey-440239709cc90543-bac0951f3615f55489d639cc5908492d-v2","","","","(Group: 'CardData_SteelEnhancer')

[effect0.upgrade.bonusdamage]: A number
[attack]: <sprite name=""Attack"">
[effect0.upgrade.bonushp]: A number
[health]: <sprite name=""Health"">"
"CardData_overrideDescriptionKey-445f56a0e62f0650-2293183512c0d144fa0a94449a2069b3-v2[Zero]","CardData_overrideDescriptionKey-445f56a0e62f0650-2293183512c0d144fa0a94449a2069b3-v2[Zero]","Deal [effect0.power] damage to a unit and move it to the back.","CardData_overrideDescriptionKey-445f56a0e62f0650-2293183512c0d144fa0a94449a2069b3-v2[Zero]","","","","(Group: 'CardData_HostingKin')
(Plural form: 'Zero')

[effect0.power]: A number"
"CardData_overrideDescriptionKey-445f56a0e62f0650-2293183512c0d144fa0a94449a2069b3-v2[One]","CardData_overrideDescriptionKey-445f56a0e62f0650-2293183512c0d144fa0a94449a2069b3-v2[One]","Deal [effect0.power] damage to a unit and move it to the back.","CardData_overrideDescriptionKey-445f56a0e62f0650-2293183512c0d144fa0a94449a2069b3-v2[One]","","","","(Group: 'CardData_HostingKin')
(Plural form: 'One')

[effect0.power]: A number"
"CardData_overrideDescriptionKey-445f56a0e62f0650-2293183512c0d144fa0a94449a2069b3-v2[Few]","CardData_overrideDescriptionKey-445f56a0e62f0650-2293183512c0d144fa0a94449a2069b3-v2[Few]","Deal [effect0.power] damage to a unit and move it to the back.","CardData_overrideDescriptionKey-445f56a0e62f0650-2293183512c0d144fa0a94449a2069b3-v2[Few]","","","","(Group: 'CardData_HostingKin')
(Plural form: 'Few')

[effect0.power]: A number"
"CardData_overrideDescriptionKey-445f56a0e62f0650-2293183512c0d144fa0a94449a2069b3-v2[Plural]","CardData_overrideDescriptionKey-445f56a0e62f0650-2293183512c0d144fa0a94449a2069b3-v2[Plural]","Deal [effect0.power] damage to a unit and move it to the back.","CardData_overrideDescriptionKey-445f56a0e62f0650-2293183512c0d144fa0a94449a2069b3-v2[Plural]","","","","(Group: 'CardData_HostingKin')
(Plural form: 'Plural')

[effect0.power]: A number"
"CardData_overrideDescriptionKey-4486d0ea967ad410-705ea064154a2624a8e7af1aabc85bb1-v2[Zero]","CardData_overrideDescriptionKey-4486d0ea967ad410-705ea064154a2624a8e7af1aabc85bb1-v2[Zero]","Deal [effect0.power] damage. Apply [frostbite] [effect1.status0.power].","CardData_overrideDescriptionKey-4486d0ea967ad410-705ea064154a2624a8e7af1aabc85bb1-v2[Zero]","","","","(Group: 'CardData_FlashFreeze')
(Plural form: 'Zero')

[effect0.power]: A number
[frostbite]: <b>Frostbite</b>
[effect1.status0.power]: A number"
"CardData_overrideDescriptionKey-4486d0ea967ad410-705ea064154a2624a8e7af1aabc85bb1-v2[One]","CardData_overrideDescriptionKey-4486d0ea967ad410-705ea064154a2624a8e7af1aabc85bb1-v2[One]","Deal [effect0.power] damage. Apply [frostbite] [effect1.status0.power].","CardData_overrideDescriptionKey-4486d0ea967ad410-705ea064154a2624a8e7af1aabc85bb1-v2[One]","","","","(Group: 'CardData_FlashFreeze')
(Plural form: 'One')

[effect0.power]: A number
[frostbite]: <b>Frostbite</b>
[effect1.status0.power]: A number"
"CardData_overrideDescriptionKey-4486d0ea967ad410-705ea064154a2624a8e7af1aabc85bb1-v2[Few]","CardData_overrideDescriptionKey-4486d0ea967ad410-705ea064154a2624a8e7af1aabc85bb1-v2[Few]","Deal [effect0.power] damage. Apply [frostbite] [effect1.status0.power].","CardData_overrideDescriptionKey-4486d0ea967ad410-705ea064154a2624a8e7af1aabc85bb1-v2[Few]","","","","(Group: 'CardData_FlashFreeze')
(Plural form: 'Few')

[effect0.power]: A number
[frostbite]: <b>Frostbite</b>
[effect1.status0.power]: A number"
"CardData_overrideDescriptionKey-4486d0ea967ad410-705ea064154a2624a8e7af1aabc85bb1-v2[Plural]","CardData_overrideDescriptionKey-4486d0ea967ad410-705ea064154a2624a8e7af1aabc85bb1-v2[Plural]","Deal [effect0.power] damage. Apply [frostbite] [effect1.status0.power].","CardData_overrideDescriptionKey-4486d0ea967ad410-705ea064154a2624a8e7af1aabc85bb1-v2[Plural]","","","","(Group: 'CardData_FlashFreeze')
(Plural form: 'Plural')

[effect0.power]: A number
[frostbite]: <b>Frostbite</b>
[effect1.status0.power]: A number"
"CardData_overrideDescriptionKey-455795612cb20edf-78b4b576f0678924ca2854191a5a1d5d-v2","CardData_overrideDescriptionKey-455795612cb20edf-78b4b576f0678924ca2854191a5a1d5d-v2","Apply [lifesteal] [effect0.status0.power] and [emberdrain] [effect1.status0.power] to a friendly unit.","CardData_overrideDescriptionKey-455795612cb20edf-78b4b576f0678924ca2854191a5a1d5d-v2","","","","(Group: 'CardData_ImmortalTrade')

[lifesteal]: <b>Lifesteal</b>
[effect0.status0.power]: A number
[emberdrain]: <b>Emberdrain</b>
[effect1.status0.power]: A number"
"CardData_overrideDescriptionKey-466e32a3572ddbaa-6c5c32706719bdc4f91591c52c1dcc97-v2","CardData_overrideDescriptionKey-466e32a3572ddbaa-6c5c32706719bdc4f91591c52c1dcc97-v2","Apply [sap] [effect0.status0.power]. [halfbreak]Discard a card at random.","CardData_overrideDescriptionKey-466e32a3572ddbaa-6c5c32706719bdc4f91591c52c1dcc97-v2","","","","(Group: 'CardData_Drain')

[sap]: <b>Sap</b>
[effect0.status0.power]: A number
[halfbreak]: <size=50%><br><br></size>"
"CardData_overrideDescriptionKey-46cb9140a4a283fc-08b4cd2e3d143754095e47b4da964836-v2[Zero]","CardData_overrideDescriptionKey-46cb9140a4a283fc-08b4cd2e3d143754095e47b4da964836-v2[Zero]","Deal damage to the front enemy unit equal to [trait0.power]x the number of friendly unit deaths this battle.","CardData_overrideDescriptionKey-46cb9140a4a283fc-08b4cd2e3d143754095e47b4da964836-v2[Zero]","","","","(Group: 'CardData_MementoMori')
(Plural form: 'Zero')

[trait0.power]: A number"
"CardData_overrideDescriptionKey-46cb9140a4a283fc-08b4cd2e3d143754095e47b4da964836-v2[One]","CardData_overrideDescriptionKey-46cb9140a4a283fc-08b4cd2e3d143754095e47b4da964836-v2[One]","Deal damage to the front enemy unit equal to [trait0.power]x the number of friendly unit deaths this battle.","CardData_overrideDescriptionKey-46cb9140a4a283fc-08b4cd2e3d143754095e47b4da964836-v2[One]","","","","(Group: 'CardData_MementoMori')
(Plural form: 'One')

[trait0.power]: A number"
"CardData_overrideDescriptionKey-46cb9140a4a283fc-08b4cd2e3d143754095e47b4da964836-v2[Few]","CardData_overrideDescriptionKey-46cb9140a4a283fc-08b4cd2e3d143754095e47b4da964836-v2[Few]","Deal damage to the front enemy unit equal to [trait0.power]x the number of friendly unit deaths this battle.","CardData_overrideDescriptionKey-46cb9140a4a283fc-08b4cd2e3d143754095e47b4da964836-v2[Few]","","","","(Group: 'CardData_MementoMori')
(Plural form: 'Few')

[trait0.power]: A number"
"CardData_overrideDescriptionKey-46cb9140a4a283fc-08b4cd2e3d143754095e47b4da964836-v2[Plural]","CardData_overrideDescriptionKey-46cb9140a4a283fc-08b4cd2e3d143754095e47b4da964836-v2[Plural]","Deal damage to the front enemy unit equal to [trait0.power]x the number of friendly unit deaths this battle.","CardData_overrideDescriptionKey-46cb9140a4a283fc-08b4cd2e3d143754095e47b4da964836-v2[Plural]","","","","(Group: 'CardData_MementoMori')
(Plural form: 'Plural')

[trait0.power]: A number"
"CardData_overrideDescriptionKey-46fe368008af19a1-1dad3a901de1e434fbeda1d96d66b243-v2","CardData_overrideDescriptionKey-46fe368008af19a1-1dad3a901de1e434fbeda1d96d66b243-v2","Apply [regen] [effect0.status0.power].","CardData_overrideDescriptionKey-46fe368008af19a1-1dad3a901de1e434fbeda1d96d66b243-v2","","","","(Group: 'CardData_RegenPotion')

[regen]: <b>Regen</b>
[effect0.status0.power]: A number"
"CardData_overrideDescriptionKey-47495c996a6fbe0c-8197c93d465e52749b322e1b4aa3503e-v2","CardData_overrideDescriptionKey-47495c996a6fbe0c-8197c93d465e52749b322e1b4aa3503e-v2","Apply [meleeweakness] [effect0.status0.power].","CardData_overrideDescriptionKey-47495c996a6fbe0c-8197c93d465e52749b322e1b4aa3503e-v2","","","","(Group: 'CardData_ForcedContamination')

[meleeweakness]: <nobr><b>Melee Weakness</b></nobr>
[effect0.status0.power]: A number"
"CardData_overrideDescriptionKey-48fb531de2390764-8e0c380ec486ae14cbc8563cb983c714-v2[Zero]","CardData_overrideDescriptionKey-48fb531de2390764-8e0c380ec486ae14cbc8563cb983c714-v2[Zero]","Deal [effect0.power] damage to a random enemy unit, five times.","CardData_overrideDescriptionKey-48fb531de2390764-8e0c380ec486ae14cbc8563cb983c714-v2[Zero]","","","","(Group: 'CardData_Icestorm')
(Plural form: 'Zero')

[effect0.power]: A number"
"CardData_overrideDescriptionKey-48fb531de2390764-8e0c380ec486ae14cbc8563cb983c714-v2[One]","CardData_overrideDescriptionKey-48fb531de2390764-8e0c380ec486ae14cbc8563cb983c714-v2[One]","Deal [effect0.power] damage to a random enemy unit, five times.","CardData_overrideDescriptionKey-48fb531de2390764-8e0c380ec486ae14cbc8563cb983c714-v2[One]","","","","(Group: 'CardData_Icestorm')
(Plural form: 'One')

[effect0.power]: A number"
"CardData_overrideDescriptionKey-48fb531de2390764-8e0c380ec486ae14cbc8563cb983c714-v2[Few]","CardData_overrideDescriptionKey-48fb531de2390764-8e0c380ec486ae14cbc8563cb983c714-v2[Few]","Deal [effect0.power] damage to a random enemy unit, five times.","CardData_overrideDescriptionKey-48fb531de2390764-8e0c380ec486ae14cbc8563cb983c714-v2[Few]","","","","(Group: 'CardData_Icestorm')
(Plural form: 'Few')

[effect0.power]: A number"
"CardData_overrideDescriptionKey-48fb531de2390764-8e0c380ec486ae14cbc8563cb983c714-v2[Plural]","CardData_overrideDescriptionKey-48fb531de2390764-8e0c380ec486ae14cbc8563cb983c714-v2[Plural]","Deal [effect0.power] damage to a random enemy unit, five times.","CardData_overrideDescriptionKey-48fb531de2390764-8e0c380ec486ae14cbc8563cb983c714-v2[Plural]","","","","(Group: 'CardData_Icestorm')
(Plural form: 'Plural')

[effect0.power]: A number"
"CardData_overrideDescriptionKey-49951b7aff6b974b-09758e7ac6f943948a70eacaa04d01f4-v2","CardData_overrideDescriptionKey-49951b7aff6b974b-09758e7ac6f943948a70eacaa04d01f4-v2","Apply [multistrike] [effect0.status0.power] and [emberdrain] [effect1.status0.power].","CardData_overrideDescriptionKey-49951b7aff6b974b-09758e7ac6f943948a70eacaa04d01f4-v2","","","","(Group: 'CardData_FurnaceTap')

[multistrike]: <b>Multistrike</b>
[effect0.status0.power]: A number
[emberdrain]: <b>Emberdrain</b>
[effect1.status0.power]: A number"
"CardData_overrideDescriptionKey-4ac4e4bde951ac92-d101637438c41944e8af7d523d590437-v2","CardData_overrideDescriptionKey-4ac4e4bde951ac92-d101637438c41944e8af7d523d590437-v2","Apply [damageshield] [effect0.status0.power], [rage] [effect1.status0.power], and [emberdrain] [effect2.status0.power].","CardData_overrideDescriptionKey-4ac4e4bde951ac92-d101637438c41944e8af7d523d590437-v2","","","","(Group: 'CardData_VoidBinding')

[damageshield]: <nobr><b>Damage Shield</b></nobr>
[effect0.status0.power]: A number
[rage]: <b>Rage</b>
[effect1.status0.power]: A number
[emberdrain]: <b>Emberdrain</b>
[effect2.status0.power]: A number"
"CardData_overrideDescriptionKey-4fe05257fbf191f7-6871166eddbc42742a3bce921ea8bf81-v2[Zero]","CardData_overrideDescriptionKey-4fe05257fbf191f7-6871166eddbc42742a3bce921ea8bf81-v2[Zero]","Deal [effect0.power] damage. Apply [armor] [effect1.status0.power].","CardData_overrideDescriptionKey-4fe05257fbf191f7-6871166eddbc42742a3bce921ea8bf81-v2[Zero]","","","","(Group: 'CardData_BrandingRite')
(Plural form: 'Zero')

[effect0.power]: A number
[armor]: <b>Armor</b>
[effect1.status0.power]: A number"
"CardData_overrideDescriptionKey-4fe05257fbf191f7-6871166eddbc42742a3bce921ea8bf81-v2[One]","CardData_overrideDescriptionKey-4fe05257fbf191f7-6871166eddbc42742a3bce921ea8bf81-v2[One]","Deal [effect0.power] damage. Apply [armor] [effect1.status0.power].","CardData_overrideDescriptionKey-4fe05257fbf191f7-6871166eddbc42742a3bce921ea8bf81-v2[One]","","","","(Group: 'CardData_BrandingRite')
(Plural form: 'One')

[effect0.power]: A number
[armor]: <b>Armor</b>
[effect1.status0.power]: A number"
"CardData_overrideDescriptionKey-4fe05257fbf191f7-6871166eddbc42742a3bce921ea8bf81-v2[Few]","CardData_overrideDescriptionKey-4fe05257fbf191f7-6871166eddbc42742a3bce921ea8bf81-v2[Few]","Deal [effect0.power] damage. Apply [armor] [effect1.status0.power].","CardData_overrideDescriptionKey-4fe05257fbf191f7-6871166eddbc42742a3bce921ea8bf81-v2[Few]","","","","(Group: 'CardData_BrandingRite')
(Plural form: 'Few')

[effect0.power]: A number
[armor]: <b>Armor</b>
[effect1.status0.power]: A number"
"CardData_overrideDescriptionKey-4fe05257fbf191f7-6871166eddbc42742a3bce921ea8bf81-v2[Plural]","CardData_overrideDescriptionKey-4fe05257fbf191f7-6871166eddbc42742a3bce921ea8bf81-v2[Plural]","Deal [effect0.power] damage. Apply [armor] [effect1.status0.power].","CardData_overrideDescriptionKey-4fe05257fbf191f7-6871166eddbc42742a3bce921ea8bf81-v2[Plural]","","","","(Group: 'CardData_BrandingRite')
(Plural form: 'Plural')

[effect0.power]: A number
[armor]: <b>Armor</b>
[effect1.status0.power]: A number"
"CardData_overrideDescriptionKey-504aeea65d84ae94-6ab7fbf8e59453c458c54f2393234964-v2","CardData_overrideDescriptionKey-504aeea65d84ae94-6ab7fbf8e59453c458c54f2393234964-v2","Apply [fragile] and [multistrike] [effect0.status0.power] to a friendly unit.","CardData_overrideDescriptionKey-504aeea65d84ae94-6ab7fbf8e59453c458c54f2393234964-v2","","","","(Group: 'CardData_OnehornsTome')

[fragile]: <b>Fragile</b>
[multistrike]: <b>Multistrike</b>
[effect0.status0.power]: A number"
"CardData_overrideDescriptionKey-509ab3dc32eb11fe-82b5df425338ac3498e60d63a0986c1d-v2","CardData_overrideDescriptionKey-509ab3dc32eb11fe-82b5df425338ac3498e60d63a0986c1d-v2","Apply [damageshield] [effect0.status0.power]. Add 2 uncommon or rare [snack] units to your hand.","CardData_overrideDescriptionKey-509ab3dc32eb11fe-82b5df425338ac3498e60d63a0986c1d-v2","","","","(Group: 'CardData_Grovel')

[damageshield]: <nobr><b>Damage Shield</b></nobr>
[effect0.status0.power]: A number
[snack]: Morsel"
"CardData_overrideDescriptionKey-555857a4a2c46c67-448bb299d61b74d469fb978a70db574b-v2[Zero]","CardData_overrideDescriptionKey-555857a4a2c46c67-448bb299d61b74d469fb978a70db574b-v2[Zero]","Deal [effect0.power] damage to the front enemy unit. [halfbreak]Draw +[effect1.power] next turn.","CardData_overrideDescriptionKey-555857a4a2c46c67-448bb299d61b74d469fb978a70db574b-v2[Zero]","","","","(Group: 'CardData_Sting')
(Plural form: 'Zero')

[effect0.power]: A number
[halfbreak]: <size=50%><br><br></size>
[effect1.power]: A number"
"CardData_overrideDescriptionKey-555857a4a2c46c67-448bb299d61b74d469fb978a70db574b-v2[One]","CardData_overrideDescriptionKey-555857a4a2c46c67-448bb299d61b74d469fb978a70db574b-v2[One]","Deal [effect0.power] damage to the front enemy unit. [halfbreak]Draw +[effect1.power] next turn.","CardData_overrideDescriptionKey-555857a4a2c46c67-448bb299d61b74d469fb978a70db574b-v2[One]","","","","(Group: 'CardData_Sting')
(Plural form: 'One')

[effect0.power]: A number
[halfbreak]: <size=50%><br><br></size>
[effect1.power]: A number"
"CardData_overrideDescriptionKey-555857a4a2c46c67-448bb299d61b74d469fb978a70db574b-v2[Few]","CardData_overrideDescriptionKey-555857a4a2c46c67-448bb299d61b74d469fb978a70db574b-v2[Few]","Deal [effect0.power] damage to the front enemy unit. [halfbreak]Draw +[effect1.power] next turn.","CardData_overrideDescriptionKey-555857a4a2c46c67-448bb299d61b74d469fb978a70db574b-v2[Few]","","","","(Group: 'CardData_Sting')
(Plural form: 'Few')

[effect0.power]: A number
[halfbreak]: <size=50%><br><br></size>
[effect1.power]: A number"
"CardData_overrideDescriptionKey-555857a4a2c46c67-448bb299d61b74d469fb978a70db574b-v2[Plural]","CardData_overrideDescriptionKey-555857a4a2c46c67-448bb299d61b74d469fb978a70db574b-v2[Plural]","Deal [effect0.power] damage to the front enemy unit. [halfbreak]Draw +[effect1.power] next turn.","CardData_overrideDescriptionKey-555857a4a2c46c67-448bb299d61b74d469fb978a70db574b-v2[Plural]","","","","(Group: 'CardData_Sting')
(Plural form: 'Plural')

[effect0.power]: A number
[halfbreak]: <size=50%><br><br></size>
[effect1.power]: A number"
"CardData_overrideDescriptionKey-579dbca3ff2f5487-4e4e8bff5664aa44482ad75bf764e122-v2","CardData_overrideDescriptionKey-579dbca3ff2f5487-4e4e8bff5664aa44482ad75bf764e122-v2","Does not affect bosses.","CardData_overrideDescriptionKey-579dbca3ff2f5487-4e4e8bff5664aa44482ad75bf764e122-v2","","","","(Group: 'CardData_MergedSpell_Single')"
"CardData_overrideDescriptionKey-5a101fe602bf0205-b8bafccffc8927246a36c228fb912935-v2","CardData_overrideDescriptionKey-5a101fe602bf0205-b8bafccffc8927246a36c228fb912935-v2","Apply [endless] to a friendly unit.","CardData_overrideDescriptionKey-5a101fe602bf0205-b8bafccffc8927246a36c228fb912935-v2","","","","(Group: 'CardData_RemnantPact')

[endless]: <b>Endless</b>"
"CardData_overrideDescriptionKey-5aefafac8922f4f9-8e430f400627be44fb5ce3d564fb2566-v2","CardData_overrideDescriptionKey-5aefafac8922f4f9-8e430f400627be44fb5ce3d564fb2566-v2","Gain 1[ember] for each friendly unit death this battle.","CardData_overrideDescriptionKey-5aefafac8922f4f9-8e430f400627be44fb5ce3d564fb2566-v2","","","","(Group: 'CardData_MemoriesOfTheMelted')

[ember]: <sprite name=""Ember"">"
"CardData_overrideDescriptionKey-5ce8f9638f2d94a5-23ddcbce05d7112428b00b0e406840f9-v2[Zero]","CardData_overrideDescriptionKey-5ce8f9638f2d94a5-23ddcbce05d7112428b00b0e406840f9-v2[Zero]","Deal [effect0.power] damage to a random enemy unit, four times.","CardData_overrideDescriptionKey-5ce8f9638f2d94a5-23ddcbce05d7112428b00b0e406840f9-v2[Zero]","","","","(Group: 'CardData_AnnihilateRoomDamage3')
(Plural form: 'Zero')

[effect0.power]: A number"
"CardData_overrideDescriptionKey-5ce8f9638f2d94a5-23ddcbce05d7112428b00b0e406840f9-v2[One]","CardData_overrideDescriptionKey-5ce8f9638f2d94a5-23ddcbce05d7112428b00b0e406840f9-v2[One]","Deal [effect0.power] damage to a random enemy unit, four times.","CardData_overrideDescriptionKey-5ce8f9638f2d94a5-23ddcbce05d7112428b00b0e406840f9-v2[One]","","","","(Group: 'CardData_AnnihilateRoomDamage3')
(Plural form: 'One')

[effect0.power]: A number"
"CardData_overrideDescriptionKey-5ce8f9638f2d94a5-23ddcbce05d7112428b00b0e406840f9-v2[Few]","CardData_overrideDescriptionKey-5ce8f9638f2d94a5-23ddcbce05d7112428b00b0e406840f9-v2[Few]","Deal [effect0.power] damage to a random enemy unit, four times.","CardData_overrideDescriptionKey-5ce8f9638f2d94a5-23ddcbce05d7112428b00b0e406840f9-v2[Few]","","","","(Group: 'CardData_AnnihilateRoomDamage3')
(Plural form: 'Few')

[effect0.power]: A number"
"CardData_overrideDescriptionKey-5ce8f9638f2d94a5-23ddcbce05d7112428b00b0e406840f9-v2[Plural]","CardData_overrideDescriptionKey-5ce8f9638f2d94a5-23ddcbce05d7112428b00b0e406840f9-v2[Plural]","Deal [effect0.power] damage to a random enemy unit, four times.","CardData_overrideDescriptionKey-5ce8f9638f2d94a5-23ddcbce05d7112428b00b0e406840f9-v2[Plural]","","","","(Group: 'CardData_AnnihilateRoomDamage3')
(Plural form: 'Plural')

[effect0.power]: A number"
"CardData_overrideDescriptionKey-5d8e1871fea2219a-9a6ac59b33e64204ca15b4e9cc010fc9-v2","CardData_overrideDescriptionKey-5d8e1871fea2219a-9a6ac59b33e64204ca15b4e9cc010fc9-v2","Apply +[trait0.power][x][attack] to your Pyre.","CardData_overrideDescriptionKey-5d8e1871fea2219a-9a6ac59b33e64204ca15b4e9cc010fc9-v2","","","","(Group: 'CardData_ScalingBuffTrain')

[trait0.power]: A number
[x]: <sprite name=""Xcost"">
[attack]: <sprite name=""Attack"">"
"CardData_overrideDescriptionKey-5daa4aefea473bc1-e65d96075024bb4458dc25553353e8db-v2[Zero]","CardData_overrideDescriptionKey-5daa4aefea473bc1-e65d96075024bb4458dc25553353e8db-v2[Zero]","Deal [trait0.power][x] damage to enemy units.","CardData_overrideDescriptionKey-5daa4aefea473bc1-e65d96075024bb4458dc25553353e8db-v2[Zero]","","","","(Group: 'CardData_AnnhilateRoomDamageScaling')
(Plural form: 'Zero')

[trait0.power]: A number
[x]: <sprite name=""Xcost"">"
"CardData_overrideDescriptionKey-5daa4aefea473bc1-e65d96075024bb4458dc25553353e8db-v2[One]","CardData_overrideDescriptionKey-5daa4aefea473bc1-e65d96075024bb4458dc25553353e8db-v2[One]","Deal [trait0.power][x] damage to enemy units.","CardData_overrideDescriptionKey-5daa4aefea473bc1-e65d96075024bb4458dc25553353e8db-v2[One]","","","","(Group: 'CardData_AnnhilateRoomDamageScaling')
(Plural form: 'One')

[trait0.power]: A number
[x]: <sprite name=""Xcost"">"
