"location","source","target","ID","fuzzy","context","translator_comments","developer_comments"
"CardUpgradeData_descriptionKey-118f3193b1956198-1d542877ec04a1645bf6c4d70d95845e-v2","CardUpgradeData_descriptionKey-118f3193b1956198-1d542877ec04a1645bf6c4d70d95845e-v2","","","False","","","(Group: 'CardUpgradeData_AddAttackOnKillUpgrade')

[effect0.upgrade.bonusdamage]: A number
[attack]: <sprite name=""Attack"">"
"CardUpgradeData_descriptionKey-1424a67ab485522c-a48627940bed6dd4a80731e3ff2bec5f-v2","CardUpgradeData_descriptionKey-1424a67ab485522c-a48627940bed6dd4a80731e3ff2bec5f-v2","","","False","","","(Group: 'EnhancerData_EnemyRecruit_MeleeWeakness')

[meleeweakness]: <nobr><b>Melee Weakness</b></nobr>"
"CardUpgradeData_descriptionKey-147e6b98303947ae-dcf84f109fb659f4e83cdae7d7a0c00d-v2","CardUpgradeData_descriptionKey-147e6b98303947ae-dcf84f109fb659f4e83cdae7d7a0c00d-v2","","","False","","","(Group: 'CardUpgradeData_HornbreakerRageful3')

[rage]: <b>Rage</b>
[effect0.status0.power]: A number"
"CardUpgradeData_descriptionKey-14bae605a1bf7c79-3bc841f8db044cf438e34f8ad08d889d-v2","CardUpgradeData_descriptionKey-14bae605a1bf7c79-3bc841f8db044cf438e34f8ad08d889d-v2","","","False","","","(Group: 'EnhancerData_UnitUpgradeClanStygianIncantArmor')

[armor]: <b>Armor</b>
[effect0.status0.power]: A number"
"CardUpgradeData_descriptionKey-15dadf9050820826-9a7aa9d5611dee343be4d4983d84a7e9-v2","CardUpgradeData_descriptionKey-15dadf9050820826-9a7aa9d5611dee343be4d4983d84a7e9-v2","","","False","","","(Group: 'CardUpgradeData_BuildCard_AddCapacity')

[effect0.power]: A number
[capacity]: <sprite name=""Capacity"">"
"CardUpgradeData_descriptionKey-17392d3837510913-682e74b4367e30f4186b456b1f5d7067-v2","CardUpgradeData_descriptionKey-17392d3837510913-682e74b4367e30f4186b456b1f5d7067-v2","","","False","","","(Group: 'CardUpgradeData_PenumbraStatsOnEat3')

[effect0.upgrade.bonusdamage]: A number
[attack]: <sprite name=""Attack"">
[effect0.upgrade.bonushp]: A number
[health]: <sprite name=""Health"">"
"CardUpgradeData_descriptionKey-1794e24bf70bcb1c-f416304a50be42b4d9cd5cdfa25db713-v2","CardUpgradeData_descriptionKey-1794e24bf70bcb1c-f416304a50be42b4d9cd5cdfa25db713-v2","","","False","","","(Group: 'CardUpgradeData_HornbreakerAttackOnKill3')

[effect0.upgrade.bonusdamage]: A number
[attack]: <sprite name=""Attack"">"
"CardUpgradeData_descriptionKey-18bf5f002f0a4c9d-37421bb148eb97a49b1cbec41105f5fd-v2","CardUpgradeData_descriptionKey-18bf5f002f0a4c9d-37421bb148eb97a49b1cbec41105f5fd-v2","","","False","","","(Group: 'CardUpgradeData_HornbreakerAttackOnKill')

[effect0.upgrade.bonusdamage]: A number
[attack]: <sprite name=""Attack"">"
"CardUpgradeData_descriptionKey-19872989e8c7f7b9-40461d6f225a1094d8f360dbd194652c-v2","CardUpgradeData_descriptionKey-19872989e8c7f7b9-40461d6f225a1094d8f360dbd194652c-v2","","","False","","","(Group: 'CardUpgradeData_BuildCard_Buff')

[attack]: <sprite name=""Attack"">"
"CardUpgradeData_descriptionKey-19de09f2fa4a5025-e820006c0bd236649997a9933e8a050e-v2[Zero]","CardUpgradeData_descriptionKey-19de09f2fa4a5025-e820006c0bd236649997a9933e8a050e-v2[Zero]","","","False","","","(Group: 'CardUpgradeData_WildwoodCustodianSynthesis')
(Plural form: 'Zero')

[paramInt]: A number"
"CardUpgradeData_descriptionKey-19de09f2fa4a5025-e820006c0bd236649997a9933e8a050e-v2[One]","CardUpgradeData_descriptionKey-19de09f2fa4a5025-e820006c0bd236649997a9933e8a050e-v2[One]","","","False","","","(Group: 'CardUpgradeData_WildwoodCustodianSynthesis')
(Plural form: 'One')

[paramInt]: A number"
"CardUpgradeData_descriptionKey-19de09f2fa4a5025-e820006c0bd236649997a9933e8a050e-v2[Few]","CardUpgradeData_descriptionKey-19de09f2fa4a5025-e820006c0bd236649997a9933e8a050e-v2[Few]","","","False","","","(Group: 'CardUpgradeData_WildwoodCustodianSynthesis')
(Plural form: 'Few')

[paramInt]: A number"
"CardUpgradeData_descriptionKey-19de09f2fa4a5025-e820006c0bd236649997a9933e8a050e-v2[Plural]","CardUpgradeData_descriptionKey-19de09f2fa4a5025-e820006c0bd236649997a9933e8a050e-v2[Plural]","","","False","","","(Group: 'CardUpgradeData_WildwoodCustodianSynthesis')
(Plural form: 'Plural')

[paramInt]: A number"
"CardUpgradeData_descriptionKey-1a6de8168e828aae-3537c3ba6fe76714688441b45f5fe751-v2","CardUpgradeData_descriptionKey-1a6de8168e828aae-3537c3ba6fe76714688441b45f5fe751-v2","","","False","","","(Group: 'CardUpgradeData_LadyOfTheReformedSynthesis')

[burnout]: <b>Burnout</b>"
"CardUpgradeData_descriptionKey-1c86b6f7361d7943-d347b7a66e3e6d64982e6542053878f6-v2","CardUpgradeData_descriptionKey-1c86b6f7361d7943-d347b7a66e3e6d64982e6542053878f6-v2","","","False","","","(Group: 'CardUpgradeData_HornbreakerRageful2')

[armor]: <b>Armor</b>
[effect0.status0.power]: A number"
"CardUpgradeData_descriptionKey-1db9498e2b8d46f8-6cd3cf097ab0a1f4aa48b2a357aa7e82-v2","CardUpgradeData_descriptionKey-1db9498e2b8d46f8-6cd3cf097ab0a1f4aa48b2a357aa7e82-v2","","","False","","","(Group: 'CardUpgradeData_LittleFadeBuffFriendlyOnDeath3')

[effect0.upgrade.bonusdamage]: A number
[attack]: <sprite name=""Attack"">
[effect0.upgrade.bonushp]: A number
[health]: <sprite name=""Health"">
[burnout]: <b>Burnout</b>
[effect1.status0.power]: A number"
"CardUpgradeData_descriptionKey-1e2dbf69b96093cd-dfc9dcef422731846962581b199bb1d3-v2","CardUpgradeData_descriptionKey-1e2dbf69b96093cd-dfc9dcef422731846962581b199bb1d3-v2","","","False","","","(Group: 'CardUpgradeData_SolgardStrikeFrostbitePerBlessing')

[frostbite]: <b>Frostbite</b>
[effect0.status0.power_noadders]: A number
[stygianblessing]: <b>Shard</b>"
"CardUpgradeData_descriptionKey-1f8101ca6f253bc0-08405c0704ba58a48a328517450a886c-v2","CardUpgradeData_descriptionKey-1f8101ca6f253bc0-08405c0704ba58a48a328517450a886c-v2","","","False","","","(Group: 'CardUpgradeData_MonsterCombatativeSirenSynthesis')

[effect0.upgrade.bonusdamage]: A number
[attack]: <sprite name=""Attack"">
[effect0.upgrade.bonushp]: A number
[health]: <sprite name=""Health"">"
"CardUpgradeData_descriptionKey-1fb648282276ecd1-2df92a004e0c0b74ba273eccadbfbae0-v2","CardUpgradeData_descriptionKey-1fb648282276ecd1-2df92a004e0c0b74ba273eccadbfbae0-v2","","","False","","","(Group: 'CardUpgradeData_PrimordiumStatusEffects')

[attack]: <sprite name=""Attack"">
[health]: <sprite name=""Health"">"
"CardUpgradeData_descriptionKey-208ee43da2a24220-6e0a8cb9c3568be4db1370c7ab28b7fe-v2","CardUpgradeData_descriptionKey-208ee43da2a24220-6e0a8cb9c3568be4db1370c7ab28b7fe-v2","","","False","","","(Group: 'CardUpgradeData_BuildCard_AddRegen')

[regen]: <b>Regen</b>
[effect0.status0.power]: A number"
"CardUpgradeData_descriptionKey-237ad9b23c32ceec-dccc3b1b5c056df438a012f00d554b68-v2","CardUpgradeData_descriptionKey-237ad9b23c32ceec-dccc3b1b5c056df438a012f00d554b68-v2","","","False","","","(Group: 'EnhancerData_EnemyRecruit_Sap')

[sap]: <b>Sap</b>"
"CardUpgradeData_descriptionKey-2394d39318533bf0-d2c906bfba113bc43aace68c21b80250-v2","CardUpgradeData_descriptionKey-2394d39318533bf0-d2c906bfba113bc43aace68c21b80250-v2","","","False","","","(Group: 'CardUpgradeData_MonsterSplitterLargeSynthesis')"
"CardUpgradeData_descriptionKey-2480c1a4eb0cbf8e-2e4d9dcb61068604baa9968afe247ba3-v2","CardUpgradeData_descriptionKey-2480c1a4eb0cbf8e-2e4d9dcb61068604baa9968afe247ba3-v2","","","False","","","(Group: 'CardUpgradeData_PrimordiumBaseOnEaten')

[attack]: <sprite name=""Attack"">
[health]: <sprite name=""Health"">"
"CardUpgradeData_descriptionKey-24c19ece6755ad3b-ba587d28d95acb5498a6cc63d60774dc-v2","CardUpgradeData_descriptionKey-24c19ece6755ad3b-ba587d28d95acb5498a6cc63d60774dc-v2","","","False","","","(Group: 'CardUpgradeData_Wurm1StrikeAddCorruption')

[effect0.power]: A number
[corrupt]: <sprite name=""ChargedEchoes"">"
"CardUpgradeData_descriptionKey-257575cf196fe3b0-27eb14fa378552f4b81cac880c107f7d-v2","CardUpgradeData_descriptionKey-257575cf196fe3b0-27eb14fa378552f4b81cac880c107f7d-v2","","","False","","","(Group: 'CardUpgradeData_AlloyedConstructSynthesis')

[spark]: <b>Fuel</b>"
"CardUpgradeData_descriptionKey-25e7d7a25f03b68d-e5272c23914b7f24384274fc86c3cf46-v2","CardUpgradeData_descriptionKey-25e7d7a25f03b68d-e5272c23914b7f24384274fc86c3cf46-v2","","","False","","","(Group: 'CardUpgradeData_Delayed_RevengeHealFinal')

[effect0.upgrade.bonusdamage]: A number
[attack]: <sprite name=""Attack"">"
"CardUpgradeData_descriptionKey-265bc84f65289799-f3af0d26416055a428fc7d5b3443dc07-v2","CardUpgradeData_descriptionKey-265bc84f65289799-f3af0d26416055a428fc7d5b3443dc07-v2","","","False","","","(Group: 'CardUpgradeData_PrimordiumStatusEffects3')

[attack]: <sprite name=""Attack"">
[health]: <sprite name=""Health"">"
"CardUpgradeData_descriptionKey-268b2420b42d4628-e5ba36e9c72efe94e954be18e7777f4c-v2","CardUpgradeData_descriptionKey-268b2420b42d4628-e5ba36e9c72efe94e954be18e7777f4c-v2","","","False","","","(Group: 'CardUpgradeData_MonsterKinhostVesselSynthesis')

[corruptpoison]: <b>Reap</b>"
"CardUpgradeData_descriptionKey-287b2731b2a4496e-14bad2a24ab347e4ab8ee4fe1850e477-v2","CardUpgradeData_descriptionKey-287b2731b2a4496e-14bad2a24ab347e4ab8ee4fe1850e477-v2","","","False","","","(Group: 'CardUpgradeData_MonsterCopycatSynthesis')

[attack]: <sprite name=""Attack"">"
"CardUpgradeData_descriptionKey-2a4c12f360da75fb-365b7e4c4191cd54e8340e9147d79c70-v2","CardUpgradeData_descriptionKey-2a4c12f360da75fb-365b7e4c4191cd54e8340e9147d79c70-v2","","","False","","","(Group: 'CardUpgradeData_MonsterEnlightenedSirenSynthesis')

[rage]: <b>Rage</b>
[effect0.status0.power]: A number"
"CardUpgradeData_descriptionKey-2a8c6840f97a2638-b2ae7d24514bbb44a9809a29cfea3ec6-v2","CardUpgradeData_descriptionKey-2a8c6840f97a2638-b2ae7d24514bbb44a9809a29cfea3ec6-v2","","","False","","","(Group: 'CardUpgradeData_TethysReduceSpellCost3')

[ember]: <sprite name=""Ember"">"
"CardUpgradeData_descriptionKey-2cb7a01e4c7f23ef-19fdb241554cdf54f9b06f091e57e818-v2","CardUpgradeData_descriptionKey-2cb7a01e4c7f23ef-19fdb241554cdf54f9b06f091e57e818-v2","","","False","","","(Group: 'CardUpgradeData_MonsterDanteSynthesis')"
"CardUpgradeData_descriptionKey-2f899badff1c14cb-cc9008ea34e91734c9a938a442d7abb6-v2","CardUpgradeData_descriptionKey-2f899badff1c14cb-cc9008ea34e91734c9a938a442d7abb6-v2","","","False","","","(Group: 'CardUpgradeData_SentientDrawOnRevenge3')"
"CardUpgradeData_descriptionKey-2fa947763d06b932-796929d3360b94145beb11c3d6c3d9cc-v2[Zero]","CardUpgradeData_descriptionKey-2fa947763d06b932-796929d3360b94145beb11c3d6c3d9cc-v2[Zero]","","","False","","","(Group: 'CardUpgradeData_SolgardRevengeDamagePerBlessing3')
(Plural form: 'Zero')

[effect0.power]: A number
[stygianblessing]: <b>Shard</b>"
"CardUpgradeData_descriptionKey-2fa947763d06b932-796929d3360b94145beb11c3d6c3d9cc-v2[One]","CardUpgradeData_descriptionKey-2fa947763d06b932-796929d3360b94145beb11c3d6c3d9cc-v2[One]","","","False","","","(Group: 'CardUpgradeData_SolgardRevengeDamagePerBlessing3')
(Plural form: 'One')

[effect0.power]: A number
[stygianblessing]: <b>Shard</b>"
"CardUpgradeData_descriptionKey-2fa947763d06b932-796929d3360b94145beb11c3d6c3d9cc-v2[Few]","CardUpgradeData_descriptionKey-2fa947763d06b932-796929d3360b94145beb11c3d6c3d9cc-v2[Few]","","","False","","","(Group: 'CardUpgradeData_SolgardRevengeDamagePerBlessing3')
(Plural form: 'Few')

[effect0.power]: A number
[stygianblessing]: <b>Shard</b>"
"CardUpgradeData_descriptionKey-2fa947763d06b932-796929d3360b94145beb11c3d6c3d9cc-v2[Plural]","CardUpgradeData_descriptionKey-2fa947763d06b932-796929d3360b94145beb11c3d6c3d9cc-v2[Plural]","","","False","","","(Group: 'CardUpgradeData_SolgardRevengeDamagePerBlessing3')
(Plural form: 'Plural')

[effect0.power]: A number
[stygianblessing]: <b>Shard</b>"
"CardUpgradeData_descriptionKey-3088aaa470229dc1-4162756601f53624b89648712d79dfa8-v2","CardUpgradeData_descriptionKey-3088aaa470229dc1-4162756601f53624b89648712d79dfa8-v2","","","False","","","(Group: 'CardUpgradeData_PenumbraStatsOnEat2')

[effect0.upgrade.bonusdamage]: A number
[attack]: <sprite name=""Attack"">
[effect0.upgrade.bonushp]: A number
[health]: <sprite name=""Health"">"
"CardUpgradeData_descriptionKey-30f0ccbdd71117cc-2c17659b34eb82d4398109742fc3aac8-v2","CardUpgradeData_descriptionKey-30f0ccbdd71117cc-2c17659b34eb82d4398109742fc3aac8-v2","","","False","","","(Group: 'CardUpgradeData_PrimordiumStatusEffects2')

[attack]: <sprite name=""Attack"">
[health]: <sprite name=""Health"">"
"CardUpgradeData_descriptionKey-3168b84ae238664d-44c2fcc9382d6ed47bf2f3d86baadd5f-v2","CardUpgradeData_descriptionKey-3168b84ae238664d-44c2fcc9382d6ed47bf2f3d86baadd5f-v2","","","False","","","(Group: 'CardUpgradeData_BountyStalkerSynthesis')

[attack]: <sprite name=""Attack"">"
"CardUpgradeData_descriptionKey-31b43f6b86be3aa8-26433560b6cd64144b13021c8ff9e8ed-v2","CardUpgradeData_descriptionKey-31b43f6b86be3aa8-26433560b6cd64144b13021c8ff9e8ed-v2","","","False","","","(Group: 'CardUpgradeData_FlickerHealOnHarvest2')

[effect0.upgrade.bonusdamage]: A number
[attack]: <sprite name=""Attack"">
[effect0.upgrade.bonushp]: A number
[health]: <sprite name=""Health"">"
"CardUpgradeData_descriptionKey-31e4a465b611d433-9e5275fd7dd75564baaa5191b7083033-v2","CardUpgradeData_descriptionKey-31e4a465b611d433-9e5275fd7dd75564baaa5191b7083033-v2","","","False","","","(Group: 'CardUpgradeData_Delayed_SpawnRandomUnit')"
"CardUpgradeData_descriptionKey-32c0fbfbaabd6118-54a1f5a8de28db44f8049e97094e306d-v2","CardUpgradeData_descriptionKey-32c0fbfbaabd6118-54a1f5a8de28db44f8049e97094e306d-v2","","","False","","","(Group: 'CardUpgradeData_MonsterEmberFurnaceSynthesis')

[paramint]: A number
[ember]: <sprite name=""Ember"">"
"CardUpgradeData_descriptionKey-338829e25d26d99c-17847182a612588438ce2a53963638c2-v2","CardUpgradeData_descriptionKey-338829e25d26d99c-17847182a612588438ce2a53963638c2-v2","","","False","","","(Group: 'CardUpgradeData_ReplicateOnDeath')"
"CardUpgradeData_descriptionKey-3522a1c59b3f779c-df8fe8c2c07a07c4caf314dc703d0648-v2[Zero]","CardUpgradeData_descriptionKey-3522a1c59b3f779c-df8fe8c2c07a07c4caf314dc703d0648-v2[Zero]","","","False","","","(Group: 'CardUpgradeData_SentientDamageOnHeal2')
(Plural form: 'Zero')

{[effect0.power]}: A number"
"CardUpgradeData_descriptionKey-3522a1c59b3f779c-df8fe8c2c07a07c4caf314dc703d0648-v2[One]","CardUpgradeData_descriptionKey-3522a1c59b3f779c-df8fe8c2c07a07c4caf314dc703d0648-v2[One]","","","False","","","(Group: 'CardUpgradeData_SentientDamageOnHeal2')
(Plural form: 'One')

{[effect0.power]}: A number"
"CardUpgradeData_descriptionKey-3522a1c59b3f779c-df8fe8c2c07a07c4caf314dc703d0648-v2[Few]","CardUpgradeData_descriptionKey-3522a1c59b3f779c-df8fe8c2c07a07c4caf314dc703d0648-v2[Few]","","","False","","","(Group: 'CardUpgradeData_SentientDamageOnHeal2')
(Plural form: 'Few')

{[effect0.power]}: A number"
"CardUpgradeData_descriptionKey-3522a1c59b3f779c-df8fe8c2c07a07c4caf314dc703d0648-v2[Plural]","CardUpgradeData_descriptionKey-3522a1c59b3f779c-df8fe8c2c07a07c4caf314dc703d0648-v2[Plural]","","","False","","","(Group: 'CardUpgradeData_SentientDamageOnHeal2')
(Plural form: 'Plural')

{[effect0.power]}: A number"
"CardUpgradeData_descriptionKey-3564a49a3fa6a129-e430fe18ee7ba0c4186917f40e98c699-v2","CardUpgradeData_descriptionKey-3564a49a3fa6a129-e430fe18ee7ba0c4186917f40e98c699-v2","","","False","","","(Group: 'CardUpgradeData_HornbreakerRageful')

[armor]: <b>Armor</b>
[effect0.status0.power]: A number"
"CardUpgradeData_descriptionKey-37d196449cfbbf96-00cee201a9a247543b6da2f6e1361e87-v2","CardUpgradeData_descriptionKey-37d196449cfbbf96-00cee201a9a247543b6da2f6e1361e87-v2","","","False","","","(Group: 'CardUpgradeData_Wurm2Summoner2')

[hatch]: <b>Shell</b>"
"CardUpgradeData_descriptionKey-385a6b2234204cdd-43acec15905c9b74383a4dcce77e04ac-v2","CardUpgradeData_descriptionKey-385a6b2234204cdd-43acec15905c9b74383a4dcce77e04ac-v2","","","False","","","(Group: 'CardUpgradeData_Delayed_RandomSpellFinal')"
"CardUpgradeData_descriptionKey-38a1be74eb6955da-d91b07969028f5d4dbf9c5939b9f3f42-v2","CardUpgradeData_descriptionKey-38a1be74eb6955da-d91b07969028f5d4dbf9c5939b9f3f42-v2","","","False","","","(Group: 'CardUpgradeData_TethysFrostbiteOnStrike2')

[frostbite]: <b>Frostbite</b>
[effect0.status0.power]: A number"
"CardUpgradeData_descriptionKey-39971b651bf2a28b-385cb1e1aa034304ab3bffbe7e5ef8b6-v2","CardUpgradeData_descriptionKey-39971b651bf2a28b-385cb1e1aa034304ab3bffbe7e5ef8b6-v2","","","False","","","(Group: 'CardUpgradeData_ShardtailGainImps2')

[ember]: <sprite name=""Ember"">"
"CardUpgradeData_descriptionKey-3bd1d84e72fac985-f9ebe21d219318d49b6a6624705128ff-v2","CardUpgradeData_descriptionKey-3bd1d84e72fac985-f9ebe21d219318d49b6a6624705128ff-v2","","","False","","","(Group: 'CardUpgradeData_BuildCard_AddRage')

[rage]: <b>Rage</b>
[effect0.status0.power]: A number"
"CardUpgradeData_descriptionKey-3c6d74f3767378c8-746a66171f0346b4a8ef8d3c91faaac5-v2","CardUpgradeData_descriptionKey-3c6d74f3767378c8-746a66171f0346b4a8ef8d3c91faaac5-v2","","","False","","","(Group: 'CardUpgradeData_TethysFrostbiteOnStrike')

[frostbite]: <b>Frostbite</b>
[effect0.status0.power]: A number"
"CardUpgradeData_descriptionKey-3cc26144b39787db-1e09bad94dc5abf44acfe182031d51c2-v2","CardUpgradeData_descriptionKey-3cc26144b39787db-1e09bad94dc5abf44acfe182031d51c2-v2","","","False","","","(Group: 'CardUpgradeData_MonsterEnlightenedInferySynthesis')"
"CardUpgradeData_descriptionKey-3ef5a1bed82e3ccf-36a8bdfbe1e867e4795bd92052265335-v2","CardUpgradeData_descriptionKey-3ef5a1bed82e3ccf-36a8bdfbe1e867e4795bd92052265335-v2","","","False","","","(Group: 'CardUpgradeData_FlickerHealOnHarvest3')

[effect0.upgrade.bonusdamage]: A number
[attack]: <sprite name=""Attack"">
[effect0.upgrade.bonushp]: A number
[health]: <sprite name=""Health"">"
"CardUpgradeData_descriptionKey-3fa13211c08ed5b0-d199085d052b9e94aa9f43e0f10feec0-v2[Zero]","CardUpgradeData_descriptionKey-3fa13211c08ed5b0-d199085d052b9e94aa9f43e0f10feec0-v2[Zero]","","","False","","","(Group: 'CardUpgradeData_ShardtailSacrificeImps3')
(Plural form: 'Zero')

[imp]: 임프
[effect0.power]: A number
[임프]:"
"CardUpgradeData_descriptionKey-3fa13211c08ed5b0-d199085d052b9e94aa9f43e0f10feec0-v2[One]","CardUpgradeData_descriptionKey-3fa13211c08ed5b0-d199085d052b9e94aa9f43e0f10feec0-v2[One]","","","False","","","(Group: 'CardUpgradeData_ShardtailSacrificeImps3')
(Plural form: 'One')

[imp]: 임프
[effect0.power]: A number
[임프]:"
"CardUpgradeData_descriptionKey-3fa13211c08ed5b0-d199085d052b9e94aa9f43e0f10feec0-v2[Few]","CardUpgradeData_descriptionKey-3fa13211c08ed5b0-d199085d052b9e94aa9f43e0f10feec0-v2[Few]","","","False","","","(Group: 'CardUpgradeData_ShardtailSacrificeImps3')
(Plural form: 'Few')

[imp]: 임프
[effect0.power]: A number
[임프]:"
"CardUpgradeData_descriptionKey-3fa13211c08ed5b0-d199085d052b9e94aa9f43e0f10feec0-v2[Plural]","CardUpgradeData_descriptionKey-3fa13211c08ed5b0-d199085d052b9e94aa9f43e0f10feec0-v2[Plural]","","","False","","","(Group: 'CardUpgradeData_ShardtailSacrificeImps3')
(Plural form: 'Plural')

[imp]: 임프
[effect0.power]: A number
[임프]:"
"CardUpgradeData_descriptionKey-3fe2e7f4c1938fcf-8bebcee6808501942be7aecefad8a64f-v2[Zero]","CardUpgradeData_descriptionKey-3fe2e7f4c1938fcf-8bebcee6808501942be7aecefad8a64f-v2[Zero]","","","False","","","(Group: 'CardUpgradeData_SolgardRevengeDamagePerBlessing')
(Plural form: 'Zero')

[effect0.power]: A number
[stygianblessing]: <b>Shard</b>"
"CardUpgradeData_descriptionKey-3fe2e7f4c1938fcf-8bebcee6808501942be7aecefad8a64f-v2[One]","CardUpgradeData_descriptionKey-3fe2e7f4c1938fcf-8bebcee6808501942be7aecefad8a64f-v2[One]","","","False","","","(Group: 'CardUpgradeData_SolgardRevengeDamagePerBlessing')
(Plural form: 'One')

[effect0.power]: A number
[stygianblessing]: <b>Shard</b>"
"CardUpgradeData_descriptionKey-3fe2e7f4c1938fcf-8bebcee6808501942be7aecefad8a64f-v2[Few]","CardUpgradeData_descriptionKey-3fe2e7f4c1938fcf-8bebcee6808501942be7aecefad8a64f-v2[Few]","","","False","","","(Group: 'CardUpgradeData_SolgardRevengeDamagePerBlessing')
(Plural form: 'Few')

[effect0.power]: A number
[stygianblessing]: <b>Shard</b>"
"CardUpgradeData_descriptionKey-3fe2e7f4c1938fcf-8bebcee6808501942be7aecefad8a64f-v2[Plural]","CardUpgradeData_descriptionKey-3fe2e7f4c1938fcf-8bebcee6808501942be7aecefad8a64f-v2[Plural]","","","False","","","(Group: 'CardUpgradeData_SolgardRevengeDamagePerBlessing')
(Plural form: 'Plural')

[effect0.power]: A number
[stygianblessing]: <b>Shard</b>"
"CardUpgradeData_descriptionKey-402139c48567e81a-588c6a26af1774c429cff403c152322c-v2[Zero]","CardUpgradeData_descriptionKey-402139c48567e81a-588c6a26af1774c429cff403c152322c-v2[Zero]","","","False","","","(Group: 'CardUpgradeData_SentientDamageOnHeal3')
(Plural form: 'Zero')

{[effect0.power]}: A number"
"CardUpgradeData_descriptionKey-402139c48567e81a-588c6a26af1774c429cff403c152322c-v2[One]","CardUpgradeData_descriptionKey-402139c48567e81a-588c6a26af1774c429cff403c152322c-v2[One]","","","False","","","(Group: 'CardUpgradeData_SentientDamageOnHeal3')
(Plural form: 'One')

{[effect0.power]}: A number"
"CardUpgradeData_descriptionKey-402139c48567e81a-588c6a26af1774c429cff403c152322c-v2[Few]","CardUpgradeData_descriptionKey-402139c48567e81a-588c6a26af1774c429cff403c152322c-v2[Few]","","","False","","","(Group: 'CardUpgradeData_SentientDamageOnHeal3')
(Plural form: 'Few')

{[effect0.power]}: A number"
"CardUpgradeData_descriptionKey-402139c48567e81a-588c6a26af1774c429cff403c152322c-v2[Plural]","CardUpgradeData_descriptionKey-402139c48567e81a-588c6a26af1774c429cff403c152322c-v2[Plural]","","","False","","","(Group: 'CardUpgradeData_SentientDamageOnHeal3')
(Plural form: 'Plural')

{[effect0.power]}: A number"
"CardUpgradeData_descriptionKey-405195f55ad60099-247c9999a0f1af1499ff94df86a30dc0-v2[Zero]","CardUpgradeData_descriptionKey-405195f55ad60099-247c9999a0f1af1499ff94df86a30dc0-v2[Zero]","","","False","","","(Group: 'CardUpgradeData_ShardtailSacrificeImps2')
(Plural form: 'Zero')

[imp]: 임프
[effect0.power]: A number
[임프]:"
"CardUpgradeData_descriptionKey-405195f55ad60099-247c9999a0f1af1499ff94df86a30dc0-v2[One]","CardUpgradeData_descriptionKey-405195f55ad60099-247c9999a0f1af1499ff94df86a30dc0-v2[One]","","","False","","","(Group: 'CardUpgradeData_ShardtailSacrificeImps2')
(Plural form: 'One')

[imp]: 임프
[effect0.power]: A number
[임프]:"
"CardUpgradeData_descriptionKey-405195f55ad60099-247c9999a0f1af1499ff94df86a30dc0-v2[Few]","CardUpgradeData_descriptionKey-405195f55ad60099-247c9999a0f1af1499ff94df86a30dc0-v2[Few]","","","False","","","(Group: 'CardUpgradeData_ShardtailSacrificeImps2')
(Plural form: 'Few')

[imp]: 임프
[effect0.power]: A number
[임프]:"
"CardUpgradeData_descriptionKey-405195f55ad60099-247c9999a0f1af1499ff94df86a30dc0-v2[Plural]","CardUpgradeData_descriptionKey-405195f55ad60099-247c9999a0f1af1499ff94df86a30dc0-v2[Plural]","","","False","","","(Group: 'CardUpgradeData_ShardtailSacrificeImps2')
(Plural form: 'Plural')

[imp]: 임프
[effect0.power]: A number
[임프]:"
"CardUpgradeData_descriptionKey-41a70578c81dcecd-b030925b7ff30f642b4a72b5e8f8afa4-v2","CardUpgradeData_descriptionKey-41a70578c81dcecd-b030925b7ff30f642b4a72b5e8f8afa4-v2","","","False","","","(Group: 'CardUpgradeData_MonsterColdstingSirenSynthesis')

[frostbite]: <b>Frostbite</b>
[effect0.status0.power]: A number"
"CardUpgradeData_descriptionKey-4327674c30f42727-759078416cc6b234595c78a02d4fb543-v2","CardUpgradeData_descriptionKey-4327674c30f42727-759078416cc6b234595c78a02d4fb543-v2","","","False","","","(Group: 'CardUpgradeData_AlphaFiendSynthesis')

[attack]: <sprite name=""Attack"">"
"CardUpgradeData_descriptionKey-436da166c10ad206-dcf84f109fb659f4e83cdae7d7a0c00d-v2","CardUpgradeData_descriptionKey-436da166c10ad206-dcf84f109fb659f4e83cdae7d7a0c00d-v2","","","False","","","(Group: 'CardUpgradeData_HornbreakerRageful3')

[armor]: <b>Armor</b>
[effect0.status0.power]: A number"
"CardUpgradeData_descriptionKey-43a6d70b1929e6b7-7ecccd2175a7ddd458dcba9f040bb86c-v2","CardUpgradeData_descriptionKey-43a6d70b1929e6b7-7ecccd2175a7ddd458dcba9f040bb86c-v2","","","False","","","(Group: 'CardUpgradeData_BuildCard_GainGold')

[effect0.power]: A number
[coin]: <sprite name=""Gold"">"
"CardUpgradeData_descriptionKey-43ede9c9004a75f4-357837dd8106b5c42a1a2028c149869b-v2[Zero]","CardUpgradeData_descriptionKey-43ede9c9004a75f4-357837dd8106b5c42a1a2028c149869b-v2[Zero]","","","False","","","(Group: 'CardUpgradeData_MonsterUnstableInferySynthesis')
(Plural form: 'Zero')

[effect0.power]: A number"
